CustomerID,Age,Gender,City,Income,MaritalStatus,Dependents,Tenure,ContractType,SubscriptionPlan,MonthlyCharges,TotalCharges,PaymentMethod,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,Churn
C08209,31,Female,Sierraview,15000,Single,0,28,Monthly,Premium,96.12,2641.74,PayPal,Yes,39.5,19,57.8,2,0,3.8,No,45,No,1,0
C08210,35,Male,South Walterport,74485,Divorced,1,24,Two-year,Basic,30.85,680.87,PayPal,Yes,22.0,12,48.4,0,1,4.4,No,22,No,0,0
C08211,59,Female,Natalieborough,61008,Divorced,1,11,Yearly,Premium,102.76,1169.68,Bank Transfer,No,47.6,13,77.0,2,0,3.5,No,64,Yes,1,0
C08212,38,Male,Lorimouth,38907,Married,0,34,Yearly,Basic,20.18,748.86,Bank Transfer,No,19.3,12,48.9,2,0,2.3,No,9,No,2,0
C08213,34,Male,Palmermouth,59172,Married,0,9,Two-year,Standard,68.28,717.48,Credit Card,Yes,72.2,19,59.0,0,0,3.6,Yes,14,No,2,1
C08214,38,Male,Elliottport,72485,Divorced,3,1,Monthly,Basic,34.86,33.95,Credit Card,Yes,65.8,22,50.6,0,0,4.9,Yes,16,No,2,0
C08215,39,Male,Johnland,34601,Married,1,26,Two-year,Premium,96.85,2426.98,Bank Transfer,No,48.2,13,51.9,0,0,3.2,Yes,6,No,2,0
C08216,50,Male,North Stacyland,41470,Married,0,6,Monthly,Basic,42.16,261.16,Credit Card,Yes,58.4,20,64.5,1,0,3.9,Yes,9,No,0,0
C08217,27,Female,New John,17897,Married,0,7,Two-year,Basic,27.99,242.79,Credit Card,No,36.0,21,29.8,0,0,2.5,No,70,No,3,0
C08218,52,Female,South Jenniferland,93066,Married,2,7,Yearly,Premium,100.06,644.95,Bank Transfer,Yes,31.5,11,73.6,1,0,4.1,No,26,Yes,0,1
C08219,18,Male,West Diana,33756,Single,1,13,Yearly,Premium,97.99,1229.08,Credit Card,No,42.5,14,48.8,1,0,3.3,No,20,Yes,0,0
C08220,51,Female,North David,61953,Single,1,14,Two-year,Premium,96.28,1332.7,PayPal,Yes,58.0,11,46.9,2,0,3.4,Yes,7,Yes,1,0
C08221,61,Male,New Amy,66182,Married,0,40,Monthly,Basic,20.82,846.32,Credit Card,Yes,26.1,15,58.6,1,0,4.2,No,64,No,0,0
C08222,39,Female,Courtneyview,76505,Single,0,11,Yearly,Standard,48.78,450.75,PayPal,No,44.7,20,36.9,2,0,4.5,No,16,Yes,1,0
C08223,37,Female,Maryside,33929,Single,3,6,Yearly,Standard,59.91,356.2,Bank Transfer,Yes,18.0,18,59.8,2,1,4.8,No,8,No,1,0
C08224,39,Female,Hunterbury,37049,Married,0,10,Monthly,Basic,30.64,350.46,PayPal,No,17.9,14,44.1,1,0,3.2,No,14,No,1,1
C08225,51,Male,Josephland,29452,Married,1,8,Two-year,Basic,30.23,258.48,Credit Card,Yes,51.2,9,32.1,3,1,3.5,Yes,85,Yes,1,0
C08226,30,Male,Danielleborough,16729,Married,2,43,Monthly,Premium,95.72,4127.99,Credit Card,No,67.5,16,48.0,2,0,3.0,No,42,No,1,0
C08227,41,Male,New Tracyville,57541,Married,0,3,Two-year,Standard,56.27,170.37,Credit Card,No,35.3,11,32.6,3,1,4.1,Yes,38,No,1,0
C08228,34,Male,Coxview,54281,Married,4,20,Yearly,Standard,64.26,1267.89,Credit Card,Yes,45.3,17,62.2,1,1,3.0,No,12,No,0,0
C08229,25,Male,Carolchester,88766,Single,0,44,Two-year,Basic,35.78,1502.1,Credit Card,Yes,52.8,17,80.8,0,1,3.9,No,60,No,1,0
C08230,29,Male,Suarezton,38614,Married,3,65,Two-year,Basic,20.0,1270.46,Bank Transfer,Yes,52.1,14,33.1,1,0,3.7,No,18,Yes,0,0
C08231,49,Female,East David,44722,Married,1,12,Monthly,Standard,57.3,724.55,Bank Transfer,Yes,52.9,12,50.2,1,1,3.4,Yes,15,Yes,0,0
C08232,21,Male,Rachelland,33675,Single,2,1,Two-year,Premium,101.7,158.53,Bank Transfer,No,40.1,17,56.4,1,2,1.7,No,90,Yes,1,1
C08233,29,Female,West Johnburgh,87049,Divorced,0,6,Yearly,Standard,58.62,292.93,Credit Card,No,31.4,14,13.1,0,0,2.5,No,41,Yes,0,0
C08234,38,Female,North Priscillaberg,33432,Single,0,36,Yearly,Standard,60.75,2139.8,Credit Card,Yes,60.7,14,60.0,0,1,4.1,No,17,No,0,0
C08235,41,Male,West Elizabethfort,61241,Single,0,16,Two-year,Standard,60.71,983.34,Credit Card,No,56.4,14,58.7,0,1,4.2,No,24,No,3,0
C08236,44,Female,South Sherrymouth,58650,Single,2,4,Yearly,Basic,26.98,143.7,Bank Transfer,Yes,57.1,15,84.4,1,0,1.5,No,33,No,1,0
C08237,31,Female,Andrewmouth,73793,Single,0,61,Monthly,Premium,97.14,5887.05,Credit Card,Yes,42.5,17,100.0,3,1,4.0,No,18,No,1,0
C08238,50,Male,Mathewsfort,60675,Married,1,1,Yearly,Premium,93.69,134.6,PayPal,Yes,51.9,15,56.2,0,0,3.2,Yes,2,Yes,0,0
C08239,27,Female,Lake Anthonyburgh,80182,Married,1,4,Two-year,Premium,99.97,341.38,PayPal,Yes,86.3,18,48.0,5,1,2.6,Yes,8,Yes,4,0
C08240,40,Female,North Kevinmouth,84789,Single,1,69,Yearly,Premium,102.19,7105.77,Bank Transfer,Yes,49.1,16,80.8,2,0,2.0,Yes,2,Yes,2,0
C08241,32,Female,Stacieshire,67460,Single,3,16,Two-year,Basic,32.23,531.91,Credit Card,Yes,52.2,23,58.0,2,1,3.7,No,8,No,0,0
C08242,41,Female,Davidfurt,35009,Married,1,27,Monthly,Premium,93.34,2542.62,Bank Transfer,Yes,61.5,14,76.9,1,1,3.2,No,40,Yes,1,0
C08243,29,Female,Cannonmouth,22346,Divorced,0,20,Monthly,Basic,30.4,662.16,Bank Transfer,No,33.1,16,60.6,2,1,2.4,No,55,Yes,1,0
C08244,53,Female,East Travisfort,55705,Married,2,3,Monthly,Basic,45.14,35.49,Bank Transfer,Yes,31.1,11,46.9,1,0,3.2,No,3,Yes,0,0
C08245,18,Male,North Douglasmouth,57412,Divorced,2,55,Monthly,Basic,30.26,1678.51,PayPal,Yes,30.2,24,29.8,1,0,2.7,No,61,No,1,0
C08246,42,Female,Chambersland,78601,Married,1,28,Two-year,Standard,66.8,1802.85,PayPal,No,13.6,19,51.9,0,0,2.2,Yes,8,No,0,0
C08247,56,Female,Port Curtis,81084,Single,0,13,Yearly,Standard,54.14,687.1,Credit Card,Yes,36.5,13,39.1,1,0,3.2,Yes,5,No,1,0
C08248,40,Male,South Melissaside,99889,Married,1,11,Yearly,Premium,100.52,1029.28,Credit Card,Yes,32.3,19,29.1,2,2,4.1,No,22,No,1,0
C08249,45,Male,Seanberg,44769,Single,0,10,Monthly,Standard,60.52,575.32,PayPal,No,49.8,7,61.2,2,0,3.2,No,38,No,2,0
C08250,35,Male,East Jodyport,61817,Single,2,7,Yearly,Standard,55.64,457.97,Bank Transfer,Yes,34.9,13,71.1,2,0,3.7,No,39,No,2,0
C08251,38,Male,Jesseville,93743,Single,1,22,Monthly,Basic,33.16,703.44,Bank Transfer,Yes,55.2,20,36.6,1,1,4.3,No,42,No,0,0
C08252,34,Male,South Lesliemouth,45567,Married,1,63,Monthly,Basic,29.73,1818.08,Credit Card,Yes,42.7,18,48.9,1,0,2.7,Yes,12,No,0,0
C08253,40,Male,Jillside,68885,Married,1,12,Monthly,Standard,54.57,673.77,Bank Transfer,Yes,35.7,16,52.7,2,0,3.3,Yes,53,No,2,0
C08254,33,Male,New Preston,67399,Divorced,1,11,Two-year,Premium,94.91,1022.16,PayPal,Yes,36.5,23,63.0,1,0,2.6,No,84,Yes,1,0
C08255,24,Female,South Leslietown,65110,Married,2,5,Monthly,Standard,64.43,322.43,PayPal,Yes,52.3,13,44.8,3,2,3.1,No,11,Yes,0,0
C08256,46,Female,New Marvin,57053,Married,1,45,Yearly,Premium,99.69,4583.84,Bank Transfer,Yes,34.4,8,59.2,0,0,3.6,No,80,Yes,1,1
C08257,44,Female,West Mariah,83669,Married,2,66,Monthly,Premium,95.5,6277.45,Credit Card,Yes,60.4,25,80.6,1,1,4.8,No,18,Yes,1,0
C08258,48,Male,Lake Rhondamouth,72408,Single,1,2,Two-year,Basic,22.71,0.0,PayPal,Yes,73.1,22,47.1,1,2,3.5,No,6,No,0,1
C08259,47,Male,New Hannah,77402,Single,2,3,Yearly,Premium,97.69,385.21,Credit Card,Yes,57.7,21,100.0,0,0,3.3,No,20,No,0,0
C08260,67,Male,Lake Richard,51593,Married,3,36,Monthly,Basic,28.17,1033.47,Bank Transfer,Yes,42.4,16,29.4,2,1,3.0,No,69,No,1,0
C08261,48,Male,Lake Joyland,46359,Married,2,12,Monthly,Basic,26.68,279.77,PayPal,Yes,15.0,12,38.3,1,0,3.7,No,67,No,1,1
C08262,21,Female,South Kimberly,45847,Divorced,5,9,Monthly,Standard,60.82,561.15,Credit Card,No,34.8,11,43.7,0,0,4.6,No,1,No,2,0
C08263,24,Male,Gomezborough,61442,Married,2,72,Yearly,Premium,101.94,7443.56,Bank Transfer,Yes,59.1,19,54.9,1,1,2.5,No,13,No,1,0
C08264,31,Female,East Heatherchester,58299,Married,1,12,Monthly,Premium,104.15,1207.84,Bank Transfer,No,27.4,23,47.3,0,1,3.6,No,14,Yes,0,0
C08265,53,Male,Stevenside,44792,Single,0,69,Yearly,Standard,52.61,3610.43,Bank Transfer,Yes,37.2,21,30.4,1,0,4.4,Yes,7,No,0,0
C08266,25,Male,Marissabury,51987,Single,0,38,Monthly,Standard,58.5,2178.93,PayPal,Yes,54.7,15,45.7,2,1,3.8,No,52,No,2,0
C08267,33,Male,Brookschester,56154,Married,3,4,Monthly,Standard,48.26,236.71,Credit Card,Yes,51.6,14,47.4,1,0,4.2,No,22,No,0,0
C08268,25,Female,Port James,31898,Married,0,12,Yearly,Standard,62.05,748.92,Credit Card,No,26.5,20,80.7,0,1,2.9,No,4,Yes,1,0
C08269,42,Female,Colemanchester,47060,Married,3,17,Monthly,Basic,29.25,529.91,Bank Transfer,No,16.2,25,46.7,2,0,4.4,No,4,No,1,0
C08270,37,Male,East Jennifer,65719,Single,1,12,Yearly,Standard,52.13,569.42,Bank Transfer,No,35.1,12,54.8,1,0,3.5,No,41,Yes,0,0
C08271,48,Female,Lake Brianna,75856,Married,2,30,Monthly,Standard,66.18,2018.13,PayPal,No,14.0,20,51.3,1,1,4.4,No,35,Yes,0,1
C08272,45,Male,Kellyhaven,23662,Married,0,16,Monthly,Basic,34.15,581.14,Bank Transfer,Yes,29.0,15,58.4,1,0,3.8,No,4,No,2,0
C08273,45,Female,North Joshua,80843,Single,2,2,Monthly,Basic,27.69,69.73,Bank Transfer,Yes,29.5,11,53.8,3,1,4.8,Yes,12,Yes,0,0
C08274,35,Male,Johnbury,57530,Married,0,18,Two-year,Standard,48.67,959.11,Credit Card,Yes,56.5,18,81.0,3,0,5.0,No,13,Yes,0,0
C08275,55,Female,Port Steve,53899,Divorced,0,38,Yearly,Standard,67.63,2516.26,Bank Transfer,No,54.2,18,72.1,0,0,2.3,Yes,64,Yes,1,0
C08276,30,Female,West Sue,53769,Single,3,1,Monthly,Standard,59.69,127.74,Credit Card,Yes,57.8,11,53.7,4,0,3.7,No,22,No,2,1
C08277,35,Female,Johnsonland,32848,Married,1,7,Monthly,Premium,103.18,753.22,Credit Card,No,30.6,21,67.7,0,0,3.6,Yes,22,Yes,1,0
C08278,40,Male,Timothybury,52897,Single,1,7,Two-year,Premium,100.01,711.78,Credit Card,No,32.1,17,6.4,2,0,3.3,No,19,Yes,2,0
C08279,41,Female,South Heidiborough,50014,Married,3,1,Yearly,Basic,30.09,41.67,Bank Transfer,Yes,35.3,13,38.3,3,1,5.0,No,3,Yes,1,0
C08280,50,Female,Parkerton,32058,Single,0,18,Two-year,Premium,97.89,1702.92,Credit Card,No,23.2,17,61.7,1,1,3.6,Yes,3,Yes,0,0
C08281,48,Male,Jeremybury,49386,Married,0,72,Two-year,Standard,56.95,4067.22,Credit Card,No,66.5,13,74.8,1,1,2.3,Yes,38,No,1,0
C08282,40,Male,Lake Dawnport,63665,Married,0,1,Two-year,Premium,90.94,106.93,Bank Transfer,Yes,41.5,15,72.8,1,0,2.2,No,46,Yes,0,0
C08283,37,Female,South Derek,36017,Single,0,5,Yearly,Standard,58.55,229.72,PayPal,No,30.9,19,50.3,1,1,4.3,No,7,No,2,0
C08284,39,Male,Burnsmouth,66797,Married,3,29,Two-year,Standard,63.36,1857.59,Credit Card,No,79.0,15,62.0,1,0,3.5,No,1,No,0,0
C08285,18,Male,West Matthewview,67762,Divorced,2,27,Two-year,Basic,33.17,895.17,Bank Transfer,Yes,40.1,12,54.4,2,1,4.7,No,23,No,0,0
C08286,33,Female,North Daniel,54942,Single,4,6,Yearly,Standard,56.95,279.13,Bank Transfer,Yes,59.3,13,48.0,1,0,3.7,No,33,No,0,0
C08287,30,Male,Connershire,32109,Single,2,35,Yearly,Standard,55.34,1888.68,Bank Transfer,No,48.5,20,72.3,2,1,3.2,No,28,No,2,0
C08288,64,Male,Jorgeberg,47358,Married,2,6,Yearly,Basic,28.67,169.1,PayPal,No,94.1,20,35.4,3,1,2.6,No,100,No,0,1
C08289,33,Female,Romantown,15000,Divorced,3,1,Monthly,Basic,23.93,25.2,Credit Card,No,21.6,20,64.3,2,0,3.3,Yes,40,No,0,1
C08290,34,Female,Doylemouth,38553,Single,1,11,Yearly,Premium,95.96,1044.27,Credit Card,No,41.7,18,41.5,2,0,3.3,No,15,Yes,0,0
C08291,67,Female,Davidport,65073,Married,1,25,Two-year,Premium,96.07,2404.43,Credit Card,Yes,47.9,16,51.9,4,0,2.9,No,34,Yes,1,0
C08292,56,Male,Woodwardmouth,70695,Married,3,1,Yearly,Basic,35.59,26.07,Credit Card,Yes,83.3,15,74.4,1,0,4.0,No,31,No,0,1
C08293,33,Male,New Michael,63571,Married,2,14,Two-year,Standard,53.89,656.98,Credit Card,Yes,33.7,13,57.0,1,0,3.3,Yes,49,Yes,2,0
C08294,36,Female,Myersview,74994,Married,1,41,Yearly,Premium,94.88,3923.03,Credit Card,No,27.2,17,48.6,2,1,3.2,Yes,23,No,0,0
C08295,31,Male,New Christinastad,53725,Single,2,3,Yearly,Basic,28.93,88.21,PayPal,Yes,61.5,14,71.5,1,1,3.5,No,63,Yes,3,1
C08296,42,Male,Davidview,38128,Married,0,11,Monthly,Premium,103.16,989.99,PayPal,Yes,33.8,11,70.5,1,1,2.9,Yes,1,No,1,0
C08297,39,Male,North Susanstad,55823,Married,1,58,Monthly,Basic,24.01,1390.95,Bank Transfer,Yes,3.8,13,41.1,2,0,3.8,No,7,No,1,0
C08298,31,Male,Mckenzieberg,50697,Single,1,36,Monthly,Standard,64.9,2279.86,Credit Card,No,34.0,11,32.5,1,1,2.8,Yes,11,Yes,2,0
C08299,38,Male,Loribury,76011,Married,1,33,Monthly,Standard,61.44,1991.82,Bank Transfer,Yes,42.9,14,50.4,1,1,4.0,No,19,No,1,0
C08300,53,Male,Deborahburgh,63467,Married,1,21,Monthly,Standard,59.51,1304.52,Credit Card,Yes,24.8,23,69.8,2,1,3.2,No,16,No,1,1
C08301,48,Female,West Scott,33376,Married,0,32,Monthly,Standard,60.47,2046.57,Bank Transfer,No,85.8,15,52.4,1,1,3.7,No,68,Yes,2,0
C08302,51,Female,Colintown,56962,Single,2,14,Yearly,Premium,103.73,1379.5,PayPal,No,32.6,12,67.2,2,3,2.0,Yes,24,Yes,0,0
C08303,41,Female,West Tylerberg,56880,Divorced,0,64,Two-year,Standard,68.23,4383.11,Bank Transfer,Yes,25.3,7,49.0,0,2,4.2,Yes,22,No,0,0
C08304,36,Female,Brianport,62867,Divorced,0,7,Yearly,Standard,54.29,437.7,PayPal,Yes,37.5,10,85.0,0,1,3.8,No,10,No,0,0
C08305,34,Male,Caseville,70279,Married,2,42,Monthly,Basic,20.42,900.09,Bank Transfer,No,64.8,15,44.1,1,0,4.0,No,99,Yes,1,0
C08306,32,Male,Desireeside,51300,Single,1,8,Monthly,Premium,100.0,830.33,Credit Card,Yes,0.0,20,22.5,2,0,4.3,Yes,5,Yes,0,1
C08307,42,Male,Port Brian,52653,Married,0,43,Yearly,Standard,56.66,2388.94,Bank Transfer,Yes,47.6,9,57.1,2,1,4.2,No,43,Yes,2,0
C08308,25,Female,Port Antonio,90255,Married,3,6,Two-year,Standard,61.74,305.06,PayPal,No,29.3,21,63.0,3,0,3.6,No,12,No,0,0
C08309,54,Female,Smithburgh,78920,Married,0,20,Monthly,Basic,21.74,472.5,PayPal,Yes,16.0,11,47.8,3,0,3.4,No,20,Yes,1,0
C08310,57,Male,Mcbridebury,61012,Single,1,40,Yearly,Standard,61.11,2498.03,Credit Card,No,45.3,25,67.8,1,1,3.3,No,45,Yes,1,0
C08311,40,Female,East Dianestad,51011,Single,0,72,Monthly,Standard,49.98,3630.22,Credit Card,Yes,41.6,19,69.1,1,0,3.4,No,40,No,2,0
C08312,24,Male,West Sarah,43470,Single,1,6,Yearly,Standard,66.79,445.72,Credit Card,No,40.3,11,48.8,3,0,4.2,No,8,Yes,1,0
C08313,62,Female,Port Bryanville,57630,Single,0,44,Two-year,Standard,57.07,2547.9,Credit Card,No,44.7,14,58.8,1,0,2.1,No,1,No,0,0
C08314,29,Female,Jeremytown,61972,Single,1,9,Yearly,Premium,96.14,884.88,Credit Card,Yes,0.0,18,55.6,1,0,3.8,No,52,Yes,0,0
C08315,51,Female,Brewerside,76762,Single,0,43,Yearly,Premium,89.42,3877.8,Credit Card,Yes,49.4,23,40.9,3,1,3.9,No,16,No,1,0
C08316,34,Female,Lebury,42133,Married,1,6,Monthly,Standard,55.21,362.61,Credit Card,No,19.8,16,63.3,0,1,3.9,No,3,No,1,0
C08317,58,Male,East Amymouth,75652,Single,3,6,Yearly,Standard,59.36,302.66,Bank Transfer,Yes,58.7,14,53.7,3,0,3.7,No,24,Yes,2,0
C08318,39,Female,Forbesmouth,92825,Single,0,29,Monthly,Basic,37.36,1122.51,Bank Transfer,Yes,71.1,14,30.7,0,2,3.9,No,27,No,1,1
C08319,61,Female,South Donaldside,44295,Married,1,30,Yearly,Standard,54.5,1647.78,PayPal,Yes,23.3,11,61.5,2,0,3.3,No,4,No,1,0
C08320,45,Female,New Christopher,22532,Married,0,13,Yearly,Standard,68.23,847.94,PayPal,No,43.8,13,67.2,1,0,3.5,No,33,Yes,1,0
C08321,53,Female,Lake Tara,48897,Married,5,15,Monthly,Premium,97.55,1383.52,Credit Card,No,35.0,20,64.9,2,0,3.4,No,14,Yes,2,1
C08322,50,Female,Loweryland,45825,Married,1,5,Monthly,Standard,60.71,280.99,PayPal,No,30.5,16,24.2,1,0,3.7,No,16,Yes,2,0
C08323,43,Female,Natalieville,48907,Married,1,30,Monthly,Basic,31.76,991.18,PayPal,No,49.2,22,40.1,0,0,2.4,No,47,No,1,1
C08324,18,Female,Smithmouth,39078,Married,1,2,Monthly,Basic,27.2,29.71,PayPal,No,16.5,14,49.3,3,0,2.4,No,23,No,1,1
C08325,35,Female,South Danieltown,40909,Single,0,1,Monthly,Basic,32.4,62.25,PayPal,No,55.9,17,27.3,1,0,3.2,No,17,Yes,0,1
C08326,48,Female,Lake Andre,47314,Single,0,61,Two-year,Basic,31.57,1925.38,PayPal,Yes,59.8,22,78.2,1,0,2.9,Yes,5,Yes,3,0
C08327,38,Female,Jeffreychester,50621,Married,1,72,Two-year,Basic,25.49,1836.19,Bank Transfer,Yes,41.1,12,47.4,0,0,3.2,No,35,Yes,0,0
C08328,27,Male,Adambury,36899,Married,0,60,Two-year,Premium,88.95,5375.0,Bank Transfer,No,0.0,18,39.7,2,1,2.8,Yes,10,No,0,0
C08329,31,Female,East Angel,54240,Divorced,1,15,Two-year,Premium,107.2,1667.76,Bank Transfer,Yes,59.8,16,65.5,0,1,4.1,No,83,No,0,0
C08330,23,Female,New Vincentview,58039,Single,1,4,Yearly,Premium,96.92,400.99,Bank Transfer,Yes,29.8,18,20.7,2,1,2.8,No,19,No,1,0
C08331,46,Male,East Gracefort,103117,Married,2,62,Yearly,Premium,104.69,6492.38,Bank Transfer,No,13.7,24,33.7,3,0,2.4,No,4,Yes,0,0
C08332,41,Male,New Stephanie,62197,Married,1,25,Monthly,Premium,101.95,2547.89,Bank Transfer,No,41.8,22,41.7,2,0,4.3,No,101,Yes,2,1
C08333,36,Female,Gonzalezville,69381,Married,2,1,Monthly,Premium,98.8,0.0,Bank Transfer,No,0.0,18,62.2,0,0,4.5,Yes,71,Yes,0,1
C08334,58,Female,West Micheal,52470,Single,1,31,Two-year,Standard,63.55,1962.21,Bank Transfer,Yes,57.7,15,71.6,1,1,4.1,No,45,Yes,2,0
C08335,36,Male,Lake Shelley,31984,Married,2,33,Monthly,Basic,32.25,1076.53,Bank Transfer,Yes,41.8,12,60.3,0,0,2.9,No,19,No,1,0
C08336,35,Male,North Gregory,89437,Married,2,3,Two-year,Basic,30.59,55.96,Credit Card,Yes,31.6,14,51.4,2,1,3.4,No,12,No,2,0
C08337,48,Female,Simonstad,38205,Married,1,5,Monthly,Standard,58.1,275.67,Bank Transfer,Yes,26.1,16,13.9,2,2,3.3,Yes,38,Yes,2,0
C08338,18,Male,Christopherfort,56151,Married,1,37,Monthly,Standard,58.33,2097.83,Credit Card,No,89.4,9,100.0,0,2,4.3,No,9,No,3,0
C08339,31,Female,Turnerton,53841,Single,1,1,Two-year,Basic,22.6,5.95,Credit Card,Yes,60.1,14,35.2,0,1,3.1,No,70,Yes,2,0
C08340,43,Female,Lauraburgh,72550,Married,0,2,Monthly,Basic,37.95,156.96,Bank Transfer,No,42.4,20,81.6,0,1,2.8,Yes,17,Yes,0,0
C08341,39,Male,Williamsland,61141,Divorced,5,10,Monthly,Premium,106.05,1070.26,PayPal,No,22.6,23,51.4,3,0,3.6,No,25,Yes,1,1
C08342,48,Male,Marcusberg,93081,Divorced,0,1,Monthly,Basic,29.11,18.48,PayPal,Yes,38.4,9,55.8,0,1,3.9,No,57,Yes,0,0
C08343,50,Female,Lake Christopher,88876,Single,1,14,Two-year,Standard,57.15,787.46,Credit Card,Yes,58.8,13,34.2,1,0,4.4,No,4,No,2,0
C08344,41,Male,Micheleside,28553,Married,0,11,Monthly,Standard,53.22,603.38,Bank Transfer,Yes,24.2,14,77.8,2,0,2.0,No,17,No,2,0
C08345,43,Female,West Stephanieville,35062,Married,4,36,Two-year,Standard,61.04,2196.8,Credit Card,Yes,32.3,16,50.9,1,1,2.9,No,5,No,0,0
C08346,40,Male,Angelaberg,31944,Married,1,5,Two-year,Basic,36.27,268.61,PayPal,Yes,13.2,12,41.0,1,0,4.2,No,138,Yes,0,0
C08347,38,Female,Fitzgeraldmouth,85852,Married,3,11,Yearly,Basic,30.89,315.79,Credit Card,Yes,25.7,8,64.1,2,0,3.3,No,19,No,1,0
C08348,37,Male,North Mary,65258,Single,1,59,Two-year,Basic,24.55,1468.6,Bank Transfer,No,1.4,14,53.6,2,0,3.7,No,12,Yes,0,0
C08349,35,Male,Rodneystad,57849,Married,1,13,Monthly,Standard,60.81,734.56,Bank Transfer,Yes,26.6,21,52.1,1,3,3.0,No,84,Yes,0,1
C08350,48,Male,Wilsonbury,91830,Married,1,28,Two-year,Basic,25.94,773.8,PayPal,No,30.2,19,64.3,2,0,2.8,Yes,21,Yes,3,0
C08351,43,Male,Lopezstad,41882,Married,0,4,Two-year,Standard,61.94,192.78,Credit Card,No,3.1,10,25.3,1,0,3.9,No,9,No,1,0
C08352,38,Female,Juliaview,33655,Married,0,4,Yearly,Standard,62.54,220.21,Bank Transfer,Yes,64.6,10,46.7,3,1,2.9,No,43,No,0,0
C08353,34,Male,South Susanhaven,54049,Single,0,3,Monthly,Premium,105.86,372.7,PayPal,Yes,26.0,15,75.1,2,0,4.3,No,3,No,0,0
C08354,61,Female,New Sabrinaburgh,66587,Married,1,15,Two-year,Basic,29.13,418.56,Credit Card,Yes,52.5,19,63.3,0,0,3.4,No,34,Yes,1,0
C08355,34,Female,New Nancyhaven,80920,Single,0,11,Two-year,Basic,22.92,323.52,Credit Card,Yes,5.1,20,60.7,2,0,3.1,No,16,Yes,1,0
C08356,51,Female,South Sandramouth,37844,Married,3,18,Monthly,Premium,101.08,1882.05,Bank Transfer,No,40.4,10,44.5,1,1,4.4,No,20,No,2,0
C08357,23,Female,West Jeffreyville,38411,Married,0,17,Monthly,Standard,57.31,1071.33,Bank Transfer,No,68.1,17,34.9,2,1,4.6,No,35,No,1,0
C08358,37,Male,South Davidborough,52256,Single,1,2,Monthly,Basic,35.6,55.64,PayPal,No,51.4,10,61.0,0,1,3.2,No,8,No,0,1
C08359,26,Male,Smithtown,49237,Divorced,2,35,Monthly,Basic,27.13,1012.87,Bank Transfer,No,47.4,15,44.0,1,0,4.6,No,89,Yes,1,0
C08360,34,Male,North Randallburgh,37650,Married,2,13,Yearly,Basic,22.49,325.29,Bank Transfer,No,21.6,16,55.3,0,0,2.7,No,7,No,2,0
C08361,48,Female,Port Nathanielberg,51030,Single,2,28,Two-year,Standard,52.24,1460.48,PayPal,Yes,30.3,17,44.5,1,1,3.9,Yes,35,No,0,0
C08362,42,Male,Pamelaville,35533,Married,3,30,Monthly,Standard,60.62,1836.59,Credit Card,No,44.6,14,46.9,2,0,2.4,Yes,53,Yes,1,0
C08363,28,Female,East Stevenland,53771,Married,0,5,Yearly,Basic,31.13,122.64,Credit Card,Yes,16.2,13,41.9,0,1,3.5,No,16,Yes,1,0
C08364,46,Male,Martinbury,60515,Divorced,0,36,Monthly,Standard,57.04,2024.98,Credit Card,Yes,63.0,10,87.5,3,0,3.3,No,9,Yes,2,0
C08365,43,Male,South Jeffrey,21429,Married,1,27,Monthly,Standard,62.31,1712.86,Credit Card,No,48.7,17,57.0,1,0,3.7,No,2,No,1,1
C08366,31,Female,Davidbury,15447,Single,2,23,Monthly,Basic,26.43,565.73,Credit Card,No,34.4,7,68.9,2,0,3.0,No,8,Yes,1,0
C08367,32,Male,East Keithville,55923,Married,0,3,Monthly,Standard,47.35,52.86,Credit Card,Yes,35.4,12,70.9,4,1,3.0,No,14,No,0,0
C08368,33,Male,Russellmouth,53455,Single,1,56,Yearly,Premium,93.94,5269.32,Credit Card,Yes,81.1,19,71.9,1,0,3.8,No,18,Yes,0,0
C08369,26,Male,Barnesville,36849,Single,0,10,Monthly,Standard,52.5,585.79,Bank Transfer,No,32.9,11,30.8,2,0,3.7,No,11,No,2,0
C08370,56,Female,Alexanderhaven,74427,Divorced,0,2,Monthly,Standard,49.12,67.91,Bank Transfer,Yes,40.9,13,53.4,3,0,5.0,No,31,No,3,1
C08371,43,Male,Oscarville,63287,Single,0,24,Monthly,Standard,64.21,1623.82,PayPal,No,55.6,18,49.4,0,0,3.2,Yes,84,No,0,1
C08372,18,Female,Robertsside,41465,Married,2,25,Monthly,Standard,56.64,1474.54,Credit Card,No,39.5,13,67.3,3,0,2.6,Yes,96,No,0,0
C08373,50,Male,North Paulhaven,81509,Married,1,44,Monthly,Premium,101.34,4403.38,Bank Transfer,Yes,35.6,14,52.6,2,0,3.1,Yes,11,Yes,0,0
C08374,18,Male,Davidhaven,54658,Married,0,68,Two-year,Basic,23.16,1600.76,Credit Card,No,48.9,17,39.1,3,0,2.4,No,44,Yes,0,0
C08375,31,Male,South Lisachester,48416,Married,0,14,Two-year,Basic,30.44,482.5,Credit Card,Yes,64.9,19,44.9,2,0,2.3,Yes,38,No,0,0
