Age,Income,Dependents,Tenure,MonthlyCharges,TotalCharges,AutoPay,MonthlyUsageHours,LoginFrequency,FeatureUsageScore,CustomerSupportCalls,ServiceComplaints,AppRating,DiscountReceived,LastInteractionDays,ContractRenewalReminder,UpgradeAttempts,AverageMonthlySpend,UsagePerDay,SupportCallRate,ComplaintRate,EngagementScore,ContractType_Monthly,ContractType_Two-year,ContractType_Yearly,SubscriptionPlan_Basic,SubscriptionPlan_Premium,SubscriptionPlan_Standard,PaymentMethod_Bank Transfer,PaymentMethod_Credit Card,PaymentMethod_PayPal,MaritalStatus_Divorced,MaritalStatus_Married,MaritalStatus_Single,Gender_Female,Gender_Male
47,57454,2,22,66.93,1513.41,0,16.1,14,39.4,4,0,2.8,1,80,1,0,68.79136363636364,0.5366666666666667,0.18181818181818182,0.0,28.36,True,False,False,False,False,True,False,False,True,False,True,False,False,True
55,58212,1,13,29.35,358.46,0,60.7,10,72.4,1,0,3.1,0,1,0,0,27.57384615384615,2.0233333333333334,0.07692307692307693,0.0,41.260000000000005,True,False,False,True,False,False,False,True,False,False,True,False,True,False
36,78035,0,17,20.0,361.61,0,27.3,18,64.9,2,0,3.1,1,9,1,0,21.271176470588237,0.91,0.11764705882352941,0.0,40.660000000000004,True,False,False,True,False,False,False,True,False,False,False,True,False,True
52,58493,1,31,97.28,3006.98,0,67.2,12,84.2,1,0,3.1,0,17,0,2,96.99935483870968,2.24,0.03225806451612903,0.0,46.58,False,False,True,False,True,False,False,True,False,False,True,False,True,False
58,60480,1,27,92.37,2464.11,0,53.4,14,13.4,0,0,4.5,0,75,0,1,91.26333333333334,1.78,0.0,0.0,23.060000000000002,True,False,False,False,True,False,False,False,True,False,True,False,False,True
26,32422,0,19,95.97,1801.41,0,25.2,15,38.7,0,0,3.8,0,110,0,0,94.81105263157895,0.84,0.0,0.0,31.380000000000003,True,False,False,False,True,False,False,True,False,True,False,False,False,True
36,101277,2,40,36.49,1396.19,1,29.7,12,64.3,1,0,2.0,1,14,0,1,34.90475,0.99,0.025,0.0,35.32,True,False,False,True,False,False,False,True,False,False,True,False,True,False
19,75289,2,52,34.17,1818.86,0,47.7,20,64.1,2,3,3.6,0,11,0,2,34.97807692307692,1.59,0.038461538461538464,0.057692307692307696,42.44,False,False,True,True,False,False,True,False,False,False,True,False,False,True
44,67250,0,9,101.03,1021.53,1,40.5,17,61.3,2,1,3.6,0,6,0,1,113.50333333333333,1.35,0.2222222222222222,0.1111111111111111,40.419999999999995,False,True,False,False,True,False,False,True,False,False,True,False,False,True
41,85640,2,4,31.3,166.24,1,94.4,28,41.8,0,0,4.6,0,23,0,0,41.56,3.146666666666667,0.0,0.0,38.919999999999995,True,False,False,True,False,False,False,True,False,False,True,False,False,True
44,54842,1,36,31.07,1051.41,1,38.3,18,44.6,2,1,4.0,0,33,1,1,29.205833333333334,1.2766666666666666,0.05555555555555555,0.027777777777777776,35.239999999999995,True,False,False,True,False,False,False,False,True,False,False,True,False,True
30,58126,2,50,57.36,2885.3,1,37.4,15,72.8,1,0,4.3,0,83,1,0,57.706,1.2466666666666666,0.02,0.0,46.52,True,False,False,False,False,True,True,False,False,False,True,False,False,True
52,43128,3,5,100.06,535.27,0,47.0,20,80.4,0,0,5.0,0,56,0,2,107.054,1.5666666666666667,0.0,0.0,53.160000000000004,False,True,False,False,True,False,True,False,False,False,True,False,False,True
39,56547,1,6,25.51,103.1,1,47.5,17,65.3,1,0,3.5,0,1,1,0,17.183333333333334,1.5833333333333333,0.16666666666666666,0.0,41.72,True,False,False,True,False,False,False,True,False,False,False,True,True,False
55,38546,0,15,93.04,1390.51,0,41.2,20,50.0,2,0,5.0,0,101,1,2,92.70066666666666,1.3733333333333335,0.13333333333333333,0.0,41.0,False,False,True,False,True,False,False,False,True,False,False,True,True,False
29,93787,0,38,63.54,2354.56,0,21.7,10,63.1,1,0,3.1,0,2,1,2,61.962105263157895,0.7233333333333333,0.02631578947368421,0.0,37.54,False,True,False,False,False,True,True,False,False,False,False,True,False,True
55,40125,1,4,22.34,131.27,1,12.7,14,58.9,2,0,2.6,0,12,1,2,32.8175,0.4233333333333333,0.5,0.0,35.56,True,False,False,True,False,False,False,True,False,False,True,False,True,False
50,51835,0,10,97.84,985.54,0,51.0,16,71.3,0,0,3.7,0,90,0,2,98.554,1.7,0.0,0.0,44.42,False,False,True,False,True,False,False,False,True,False,False,True,False,True
20,34852,0,37,25.64,884.14,0,64.5,17,83.8,0,1,3.8,1,17,1,0,23.895675675675676,2.15,0.0,0.02702702702702703,50.02,True,False,False,True,False,False,False,True,False,True,False,False,False,True
55,52016,0,2,53.83,28.23,1,24.6,12,46.8,2,0,3.6,1,1,1,0,14.115,0.8200000000000001,1.0,0.0,33.12,False,True,False,False,False,True,False,True,False,False,False,True,True,False
19,85487,0,8,68.24,474.19,0,15.1,19,37.4,2,0,3.7,0,73,1,1,59.27375,0.5033333333333333,0.25,0.0,31.759999999999998,True,False,False,False,False,True,False,True,False,False,True,False,True,False
31,54932,0,17,61.81,963.36,1,29.7,17,71.2,1,2,3.0,0,54,0,1,56.66823529411765,0.99,0.058823529411764705,0.11764705882352941,42.580000000000005,False,False,True,False,False,True,True,False,False,False,True,False,True,False
32,16682,2,1,62.18,79.55,1,93.0,10,64.1,1,1,3.0,0,14,0,1,79.55,3.1,1.0,1.0,37.64,True,False,False,False,False,True,True,False,False,False,False,True,True,False
18,35518,1,27,98.37,2702.14,1,29.8,23,76.9,1,0,3.5,0,74,0,0,100.07925925925926,0.9933333333333334,0.037037037037037035,0.0,48.160000000000004,True,False,False,False,True,False,False,False,True,True,False,False,False,True
46,52101,1,1,34.79,1.57,1,37.5,9,46.9,0,0,5.0,0,10,1,1,1.57,1.25,0.0,0.0,36.46,False,False,True,True,False,False,False,True,False,True,False,False,False,True
47,92757,3,30,99.61,2968.34,0,14.6,5,65.0,2,0,4.0,1,8,1,1,98.94466666666668,0.48666666666666664,0.06666666666666667,0.0,39.5,True,False,False,False,True,False,False,True,False,False,True,False,False,True
57,40304,3,57,22.87,1322.08,1,42.7,13,34.0,1,2,4.1,0,24,0,3,23.19438596491228,1.4233333333333333,0.017543859649122806,0.03508771929824561,29.799999999999997,False,True,False,True,False,False,True,False,False,False,True,False,True,False
35,22475,1,16,30.65,423.31,0,62.1,14,49.2,1,0,3.0,0,34,0,0,26.456875,2.07,0.0625,0.0,32.88,False,True,False,True,False,False,False,True,False,False,False,True,False,True
18,51130,2,25,55.56,1457.68,0,45.5,17,43.7,2,0,4.2,0,18,1,3,58.3072,1.5166666666666666,0.08,0.0,35.18,True,False,False,False,False,True,True,False,False,False,True,False,False,True
60,41127,0,9,28.2,318.68,0,0.0,17,48.8,0,1,3.5,0,42,1,2,35.40888888888889,0.0,0.0,0.1111111111111111,35.12,False,False,True,True,False,False,False,True,False,False,True,False,False,True
26,48751,3,1,24.19,13.86,0,52.2,17,58.1,1,0,3.8,0,28,0,0,13.86,1.74,1.0,0.0,39.74,False,True,False,True,False,False,False,True,False,False,False,True,True,False
48,57997,2,72,56.89,4141.81,1,45.2,18,63.1,0,1,3.4,0,54,0,1,57.5251388888889,1.5066666666666668,0.0,0.013888888888888888,40.84,True,False,False,False,False,True,False,False,True,False,False,True,False,True
42,49001,1,2,58.43,153.89,1,49.3,25,62.5,2,0,2.4,1,6,0,3,76.945,1.6433333333333333,1.0,0.0,39.7,False,True,False,False,False,True,False,True,False,True,False,False,True,False
38,96511,1,5,22.31,42.6,0,41.9,16,95.8,2,0,4.1,0,60,0,3,8.52,1.3966666666666667,0.4,0.0,55.419999999999995,False,True,False,True,False,False,False,False,True,False,False,True,True,False
35,100097,0,14,37.16,515.65,0,11.2,17,3.6,0,1,3.8,1,77,1,0,36.832142857142856,0.3733333333333333,0.0,0.07142857142857142,17.94,True,False,False,True,False,False,True,False,False,False,False,True,True,False
35,15836,0,72,95.86,6887.29,1,26.2,9,55.8,1,1,2.0,0,11,1,1,95.65680555555555,0.8733333333333333,0.013888888888888888,0.013888888888888888,31.02,True,False,False,False,True,False,True,False,False,False,True,False,False,True
39,77451,1,14,63.03,894.63,1,47.5,14,64.4,0,0,5.0,0,9,1,0,63.902142857142856,1.5833333333333333,0.0,0.0,44.96000000000001,True,False,False,False,False,True,True,False,False,False,True,False,True,False
53,38741,1,17,103.79,1742.39,1,0.0,10,48.1,3,2,2.9,1,3,1,0,102.49352941176471,0.0,0.17647058823529413,0.11764705882352941,30.94,True,False,False,False,True,False,False,False,True,False,False,True,True,False
65,47916,0,2,98.61,181.72,1,42.8,14,61.8,1,2,3.4,0,26,1,0,90.86,1.4266666666666665,0.5,1.0,39.12,False,False,True,False,True,False,False,True,False,False,False,True,False,True
18,55388,0,6,32.21,146.98,0,51.4,17,71.5,2,1,5.0,0,54,0,3,24.496666666666666,1.7133333333333334,0.3333333333333333,0.16666666666666666,48.7,False,False,True,True,False,False,False,True,False,False,False,True,False,True
43,78917,2,25,70.95,1729.81,0,39.0,16,43.7,3,1,4.0,1,1,1,1,69.19239999999999,1.3,0.12,0.04,34.28,False,False,True,False,False,True,True,False,False,False,True,False,False,True
58,52449,0,48,21.77,1071.38,1,17.5,14,43.5,3,0,2.7,1,53,0,1,22.32041666666667,0.5833333333333334,0.0625,0.0,29.700000000000003,False,False,True,True,False,False,False,False,True,False,False,True,True,False
60,54661,0,56,65.31,3647.56,1,39.1,14,32.9,0,0,3.3,0,2,0,0,65.135,1.3033333333333335,0.0,0.0,27.259999999999998,True,False,False,False,False,True,False,True,False,False,False,True,True,False
40,46111,0,1,60.91,102.03,0,45.7,16,41.0,2,0,4.4,0,74,0,4,102.03,1.5233333333333334,2.0,0.0,34.400000000000006,False,False,True,False,False,True,False,True,False,True,False,False,True,False
35,69802,1,25,28.37,698.92,0,43.2,22,85.7,4,2,3.0,0,54,1,0,27.956799999999998,1.4400000000000002,0.16,0.08,49.88,True,False,False,True,False,False,False,True,False,False,True,False,False,True
40,86097,0,4,21.28,83.87,1,67.3,20,34.6,2,0,3.8,1,62,1,2,20.9675,2.243333333333333,0.5,0.0,31.240000000000002,True,False,False,True,False,False,True,False,False,False,True,False,True,False
30,33540,3,12,55.44,698.51,0,25.8,11,98.3,1,0,2.5,0,65,0,0,58.20916666666667,0.86,0.08333333333333333,0.0,50.12,True,False,False,False,False,True,True,False,False,True,False,False,False,True
41,67839,0,15,47.57,681.83,0,30.2,11,68.6,2,1,3.2,1,3,0,0,45.455333333333336,1.0066666666666666,0.13333333333333333,0.06666666666666667,40.339999999999996,False,False,True,False,False,True,False,False,True,False,False,True,False,True
39,45065,1,27,97.05,2620.86,1,26.2,16,46.6,1,0,4.1,0,93,1,1,97.06888888888889,0.8733333333333333,0.037037037037037035,0.0,35.74,True,False,False,False,True,False,True,False,False,False,False,True,True,False
43,65493,2,23,58.91,1369.4,1,71.1,17,39.4,1,0,3.9,1,7,0,1,59.539130434782614,2.3699999999999997,0.043478260869565216,0.0,32.56,True,False,False,False,False,True,False,False,True,False,False,True,True,False
37,51851,0,1,58.22,11.4,1,31.2,19,61.6,1,0,5.0,1,44,0,0,11.4,1.04,1.0,0.0,45.34,False,True,False,False,False,True,False,True,False,True,False,False,False,True
36,83091,3,1,20.0,0.0,1,34.0,15,78.9,3,0,4.5,0,17,0,0,0.0,1.1333333333333333,3.0,0.0,49.56,True,False,False,True,False,False,True,False,False,False,False,True,True,False
42,20596,0,23,34.58,818.1,1,41.6,13,24.0,2,1,4.0,0,25,1,2,35.56956521739131,1.3866666666666667,0.08695652173913043,0.043478260869565216,25.5,False,False,True,True,False,False,False,True,False,False,True,False,False,True
30,45049,0,23,101.9,2428.59,1,92.1,16,81.8,2,0,2.2,0,29,1,2,105.5908695652174,3.07,0.08695652173913043,0.0,44.12,True,False,False,False,True,False,True,False,False,False,False,True,True,False
28,49854,0,57,30.43,1635.77,1,27.2,19,26.0,0,0,3.0,0,47,0,2,28.697719298245612,0.9066666666666666,0.0,0.0,25.1,False,True,False,True,False,False,True,False,False,False,False,True,True,False
39,15000,2,4,101.25,378.75,1,7.6,9,59.9,1,1,4.0,0,62,0,0,94.6875,0.2533333333333333,0.25,0.25,38.66,False,False,True,False,True,False,False,False,True,False,True,False,False,True
49,71239,0,9,34.84,295.56,1,54.9,17,52.3,0,0,2.4,1,34,1,1,32.84,1.8299999999999998,0.0,0.0,33.22,True,False,False,True,False,False,False,False,True,False,False,True,True,False
31,68810,0,25,68.68,1707.84,1,49.1,12,23.7,2,1,3.2,1,33,1,1,68.3136,1.6366666666666667,0.08,0.04,22.68,False,False,True,False,False,True,False,False,True,False,False,True,False,True
44,55446,0,22,67.4,1517.99,1,40.8,18,100.0,3,0,4.5,0,47,1,0,68.99954545454545,1.3599999999999999,0.13636363636363635,0.0,58.9,True,False,False,False,False,True,False,True,False,True,False,False,True,False
30,79283,0,70,53.33,3640.67,0,9.5,19,86.3,1,1,2.6,0,6,0,1,52.00957142857143,0.31666666666666665,0.014285714285714285,0.014285714285714285,48.02,False,False,True,False,False,True,False,True,False,False,False,True,True,False
38,64093,2,40,55.52,2233.62,0,30.0,17,70.1,5,0,4.5,1,26,0,0,55.8405,1.0,0.125,0.0,46.64,True,False,False,False,False,True,False,False,True,False,False,True,False,True
34,66494,0,10,59.67,705.85,0,35.5,7,43.1,1,0,3.8,0,11,0,0,70.58500000000001,1.1833333333333333,0.1,0.0,30.740000000000002,True,False,False,False,False,True,False,True,False,False,False,True,False,True
26,77193,1,13,34.62,487.37,1,52.8,11,58.8,0,0,2.8,0,51,1,0,37.49,1.76,0.0,0.0,35.22,False,False,True,True,False,False,True,False,False,False,True,False,True,False
33,45741,3,12,36.26,353.71,1,15.2,16,42.3,0,0,3.6,0,13,0,0,29.47583333333333,0.5066666666666666,0.0,0.0,32.519999999999996,False,True,False,True,False,False,False,False,True,False,True,False,True,False
26,58267,2,9,91.66,885.77,1,28.2,15,44.2,2,0,3.5,1,1,0,2,98.41888888888889,0.94,0.2222222222222222,0.0,32.68000000000001,False,True,False,False,True,False,False,False,True,False,False,True,False,True
26,66948,1,57,25.04,1424.58,1,39.9,11,31.0,2,2,2.9,0,34,0,0,24.992631578947368,1.3299999999999998,0.03508771929824561,0.03508771929824561,24.4,False,True,False,True,False,False,False,False,True,False,True,False,False,True
23,81057,0,51,20.76,1077.45,1,30.6,18,75.2,2,1,3.4,0,20,0,1,21.126470588235296,1.02,0.0392156862745098,0.0196078431372549,45.68000000000001,False,False,True,True,False,False,False,True,False,False,True,False,True,False
32,15000,1,25,51.4,1332.4,1,44.5,10,65.0,2,0,2.3,0,2,0,0,53.29600000000001,1.4833333333333334,0.08,0.0,35.9,True,False,False,False,False,True,False,True,False,False,False,True,False,True
34,44663,1,8,61.02,525.04,0,57.6,16,39.3,2,1,3.4,0,6,1,0,65.63,1.9200000000000002,0.25,0.125,30.72,True,False,False,False,False,True,False,False,True,False,True,False,False,True
32,47275,0,27,66.75,1849.14,1,53.2,14,49.1,5,0,5.0,0,17,0,1,68.48666666666666,1.7733333333333334,0.18518518518518517,0.0,38.84,True,False,False,False,False,True,False,True,False,False,False,True,False,True
18,56346,3,72,33.49,2388.37,1,35.5,15,36.1,0,0,3.2,0,54,1,0,33.17180555555555,1.1833333333333333,0.0,0.0,28.54,True,False,False,True,False,False,True,False,False,False,False,True,False,True
45,69710,2,18,53.69,987.25,0,88.5,16,79.4,0,1,3.5,0,85,0,0,54.84722222222222,2.95,0.0,0.05555555555555555,47.06,False,False,True,False,False,True,False,False,True,False,False,True,True,False
37,62173,1,24,101.64,2458.79,1,35.4,15,51.4,1,1,4.0,1,42,1,0,102.44958333333334,1.18,0.041666666666666664,0.041666666666666664,37.06,True,False,False,False,True,False,True,False,False,False,True,False,False,True
55,65643,1,16,97.61,1535.92,1,59.0,10,47.1,2,0,3.8,0,86,1,0,95.995,1.9666666666666666,0.125,0.0,33.24,False,False,True,False,True,False,True,False,False,False,True,False,False,True
74,63031,0,12,20.47,246.19,1,50.9,11,26.6,1,1,3.0,1,83,1,2,20.515833333333333,1.6966666666666665,0.08333333333333333,0.08333333333333333,22.94,True,False,False,True,False,False,True,False,False,False,False,True,False,True
44,55777,0,60,30.02,1719.62,1,0.0,25,40.0,2,1,3.7,0,31,0,0,28.66033333333333,0.0,0.03333333333333333,0.016666666666666666,34.6,True,False,False,True,False,False,False,False,True,True,False,False,True,False
51,56962,2,14,103.73,1379.5,0,32.6,12,67.2,2,3,2.0,1,24,1,0,98.53571428571429,1.0866666666666667,0.14285714285714285,0.21428571428571427,36.480000000000004,False,False,True,False,True,False,False,False,True,False,False,True,True,False
55,45755,1,55,23.25,1318.99,0,21.5,12,63.9,4,1,3.7,0,5,1,1,23.981636363636365,0.7166666666666667,0.07272727272727272,0.01818181818181818,40.260000000000005,True,False,False,True,False,False,True,False,False,False,True,False,True,False
47,81223,1,3,65.64,224.73,1,49.1,19,98.3,4,1,3.9,0,7,1,0,74.91,1.6366666666666667,1.3333333333333333,0.3333333333333333,56.72,False,False,True,False,False,True,True,False,False,False,True,False,True,False
41,99554,0,7,99.63,795.44,0,17.8,15,55.9,0,2,4.9,1,3,0,0,113.63428571428572,0.5933333333333334,0.0,0.2857142857142857,41.56,False,False,True,False,True,False,True,False,False,False,False,True,False,True
43,52523,1,15,21.81,303.12,0,51.5,15,8.2,2,1,4.6,0,2,1,1,20.208000000000002,1.7166666666666666,0.13333333333333333,0.06666666666666667,21.58,False,False,True,True,False,False,True,False,False,True,False,False,False,True
44,44117,4,48,31.39,1476.15,1,61.6,18,100.0,0,0,2.7,1,195,0,0,30.753125,2.0533333333333332,0.0,0.0,53.5,False,False,True,True,False,False,False,True,False,False,True,False,False,True
53,46161,0,5,90.2,319.17,1,34.2,15,17.2,2,0,2.1,1,16,0,0,63.834,1.1400000000000001,0.4,0.0,17.68,False,True,False,False,True,False,True,False,False,False,True,False,True,False
61,46301,0,18,100.95,1876.24,1,54.3,14,71.1,1,0,3.1,0,8,0,1,104.23555555555555,1.8099999999999998,0.05555555555555555,0.0,41.94,True,False,False,False,True,False,False,True,False,False,False,True,False,True
36,81351,1,29,56.27,1605.89,1,42.0,14,65.3,1,0,4.3,0,1,0,0,55.37551724137931,1.4,0.034482758620689655,0.0,43.22,True,False,False,False,False,True,False,True,False,False,False,True,True,False
26,50701,2,1,65.55,135.33,1,28.8,14,50.8,2,0,3.5,0,34,0,0,135.33,0.9600000000000001,2.0,0.0,35.019999999999996,False,False,True,False,False,True,False,True,False,False,True,False,True,False
41,44400,0,32,23.63,767.65,1,45.9,25,75.1,0,2,5.0,1,13,1,2,23.9890625,1.53,0.0,0.0625,52.54,False,True,False,True,False,False,False,True,False,False,True,False,False,True
46,15000,2,32,58.22,1878.81,0,72.4,17,67.1,1,1,3.2,1,17,0,0,58.7128125,2.4133333333333336,0.03125,0.03125,41.54,True,False,False,False,False,True,False,True,False,False,True,False,True,False
56,25527,1,7,57.92,444.78,1,25.0,17,63.6,2,0,2.3,0,14,1,1,63.54,0.8333333333333334,0.2857142857142857,0.0,37.44,False,False,True,False,False,True,True,False,False,False,True,False,True,False
30,27291,1,21,65.7,1371.52,0,20.7,12,17.7,2,0,3.4,0,27,1,0,65.3104761904762,0.69,0.09523809523809523,0.0,20.88,True,False,False,False,False,True,False,True,False,True,False,False,False,True
51,73179,1,52,35.18,1785.42,1,66.0,17,19.0,1,1,4.1,0,46,1,1,34.335,2.2,0.019230769230769232,0.019230769230769232,25.0,True,False,False,True,False,False,False,True,False,False,True,False,True,False
36,46086,0,34,86.88,2885.53,0,0.0,10,69.6,2,0,4.8,1,46,0,2,84.86852941176471,0.0,0.058823529411764705,0.0,45.239999999999995,True,False,False,False,True,False,False,True,False,False,True,False,False,True
18,89941,2,3,30.28,122.09,1,79.2,22,21.8,1,0,2.3,0,4,0,1,40.696666666666665,2.64,0.3333333333333333,0.0,22.22,True,False,False,True,False,False,False,False,True,False,False,True,True,False
48,45819,2,72,59.52,4303.23,1,50.6,9,61.8,4,2,2.3,0,12,1,1,59.767083333333325,1.6866666666666668,0.05555555555555555,0.027777777777777776,34.32,True,False,False,False,False,True,False,True,False,False,True,False,False,True
21,39611,2,24,98.91,2418.04,0,33.3,10,12.2,3,2,2.6,1,4,0,0,100.75166666666667,1.1099999999999999,0.125,0.08333333333333333,15.68,False,True,False,False,True,False,True,False,False,False,False,True,True,False
56,84374,0,27,20.0,524.67,1,46.4,11,83.1,2,0,4.6,1,6,0,2,19.432222222222222,1.5466666666666666,0.07407407407407407,0.0,50.339999999999996,False,False,True,True,False,False,False,True,False,False,True,False,False,True
41,64799,2,71,61.17,4335.08,1,21.1,17,96.1,4,1,3.7,0,8,0,0,61.057464788732396,0.7033333333333334,0.056338028169014086,0.014084507042253521,54.64,True,False,False,False,False,True,False,True,False,False,False,True,False,True
18,54022,0,30,21.67,684.21,0,58.4,20,71.4,3,1,2.5,0,24,0,1,22.807000000000002,1.9466666666666665,0.1,0.03333333333333333,42.06,True,False,False,True,False,False,False,True,False,True,False,False,True,False
52,53120,0,66,24.19,1555.74,1,46.0,11,67.1,3,1,4.8,0,6,1,2,23.57181818181818,1.5333333333333334,0.045454545454545456,0.015151515151515152,44.54,False,False,True,True,False,False,True,False,False,False,True,False,False,True
47,59649,1,55,53.64,2969.97,1,54.2,9,22.3,1,1,3.3,0,23,1,1,53.99945454545454,1.8066666666666669,0.01818181818181818,0.01818181818181818,21.52,True,False,False,False,False,True,False,True,False,False,True,False,False,True
53,81641,1,20,21.9,412.68,1,30.0,14,36.7,1,2,3.6,0,16,0,0,20.634,1.0,0.05,0.1,29.68,False,False,True,True,False,False,False,False,True,False,True,False,False,True
51,46320,0,46,35.26,1618.93,1,17.5,8,29.6,3,0,2.2,0,17,0,1,35.19413043478261,0.5833333333333334,0.06521739130434782,0.0,20.840000000000003,False,True,False,True,False,False,True,False,False,False,True,False,True,False
28,91446,1,16,22.6,427.33,1,83.6,13,55.8,3,1,2.7,1,67,0,2,26.708125,2.7866666666666666,0.1875,0.0625,34.32,False,True,False,True,False,False,False,False,True,False,True,False,False,True
31,53668,0,1,32.26,0.0,0,50.2,10,64.1,0,1,3.1,0,1,1,2,0.0,1.6733333333333333,0.0,1.0,37.94,True,False,False,True,False,False,True,False,False,False,True,False,False,True
47,38001,0,5,63.07,334.55,1,33.8,17,96.3,2,0,2.9,0,22,1,1,66.91,1.1266666666666665,0.4,0.0,52.32000000000001,True,False,False,False,False,True,False,True,False,False,True,False,False,True
18,58020,0,3,50.0,176.57,1,87.2,18,53.0,1,0,3.4,0,22,0,1,58.85666666666666,2.9066666666666667,0.3333333333333333,0.0,36.8,True,False,False,False,False,True,True,False,False,False,False,True,True,False
50,62018,1,37,101.02,3818.4,0,41.3,15,43.5,2,0,2.6,0,32,1,1,103.2,1.3766666666666665,0.05405405405405406,0.0,29.700000000000003,False,False,True,False,True,False,False,False,True,False,False,True,True,False
42,51314,1,7,22.52,183.04,0,73.6,19,44.7,1,0,3.0,1,45,0,0,26.148571428571426,2.453333333333333,0.14285714285714285,0.0,32.58,False,False,True,True,False,False,True,False,False,False,True,False,False,True
41,30920,1,1,60.17,34.0,0,27.0,16,58.7,2,2,4.7,0,31,1,2,34.0,0.9,2.0,2.0,42.38,False,True,False,False,False,True,False,True,False,True,False,False,True,False
44,58414,0,1,56.76,90.1,0,28.8,14,74.6,1,0,4.2,1,17,0,0,90.1,0.9600000000000001,1.0,0.0,46.64,False,False,True,False,False,True,True,False,False,True,False,False,False,True
30,87207,0,6,62.39,389.83,0,53.2,18,65.1,3,0,4.1,0,3,1,1,64.97166666666666,1.7733333333333334,0.5,0.0,43.739999999999995,False,False,True,False,False,True,False,False,True,False,True,False,True,False
55,22478,2,20,94.19,1830.87,1,29.0,16,70.3,4,0,4.6,1,58,1,0,91.5435,0.9666666666666667,0.2,0.0,46.72,True,False,False,False,True,False,True,False,False,False,True,False,False,True
44,112607,3,72,52.38,3813.34,0,64.7,10,70.3,0,1,2.8,0,101,0,0,52.963055555555556,2.1566666666666667,0.0,0.013888888888888888,39.52,False,False,True,False,False,True,False,True,False,False,True,False,False,True
32,63099,2,35,100.37,3535.12,0,40.6,16,62.2,2,3,3.8,0,51,1,0,101.00342857142857,1.3533333333333333,0.05714285714285714,0.08571428571428572,41.080000000000005,True,False,False,False,True,False,True,False,False,False,False,True,False,True
38,62872,0,31,56.86,1736.02,0,45.1,16,44.5,1,1,3.1,1,82,0,1,56.00064516129032,1.5033333333333334,0.03225806451612903,0.03225806451612903,31.9,True,False,False,False,False,True,True,False,False,False,False,True,True,False
53,18469,2,6,39.23,350.13,1,25.9,7,51.0,2,1,3.3,0,60,0,0,58.355,0.8633333333333333,0.3333333333333333,0.16666666666666666,32.400000000000006,False,False,True,True,False,False,True,False,False,False,True,False,True,False
18,25130,2,4,62.26,328.44,1,42.0,11,59.7,2,0,3.8,0,32,1,1,82.11,1.4,0.5,0.0,38.580000000000005,True,False,False,False,False,True,False,True,False,False,False,True,True,False
48,40211,0,14,27.67,332.81,0,30.9,18,37.6,1,1,3.4,0,16,1,1,23.772142857142857,1.03,0.07142857142857142,0.07142857142857142,30.64,False,False,True,True,False,False,False,True,False,False,False,True,False,True
44,49529,0,15,61.57,910.61,1,42.9,13,83.3,2,1,4.3,0,4,1,0,60.70733333333333,1.43,0.13333333333333333,0.06666666666666667,50.12,True,False,False,False,False,True,False,False,True,False,True,False,False,True
37,37642,3,36,28.3,970.31,1,62.4,20,42.7,1,0,3.9,1,11,0,2,26.953055555555554,2.08,0.027777777777777776,0.0,34.78,False,False,True,True,False,False,False,False,True,False,False,True,False,True
23,34543,2,5,104.86,550.91,1,52.1,20,36.5,2,0,3.0,0,36,0,0,110.18199999999999,1.7366666666666668,0.4,0.0,29.6,True,False,False,False,True,False,True,False,False,False,True,False,False,True
49,43244,1,60,53.71,3260.73,0,61.4,22,76.3,2,0,4.1,1,3,1,1,54.3455,2.0466666666666664,0.03333333333333333,0.0,49.419999999999995,True,False,False,False,False,True,False,True,False,True,False,False,False,True
44,57994,1,17,54.61,920.28,0,39.9,21,62.4,1,0,3.5,0,41,1,1,54.13411764705882,1.3299999999999998,0.058823529411764705,0.0,41.760000000000005,True,False,False,False,False,True,False,True,False,False,False,True,True,False
20,29322,0,17,57.11,956.06,0,59.6,20,70.5,1,0,3.8,1,37,1,0,56.23882352941176,1.9866666666666668,0.058823529411764705,0.0,45.6,False,True,False,False,False,True,False,True,False,False,False,True,False,True
20,42572,3,20,34.78,731.54,1,64.1,7,44.0,1,1,2.3,0,11,1,1,36.577,2.1366666666666663,0.05,0.05,26.6,False,False,True,True,False,False,True,False,False,False,True,False,True,False
49,75208,1,12,27.58,410.49,0,53.6,12,52.3,2,0,3.6,0,5,1,2,34.2075,1.7866666666666666,0.16666666666666666,0.0,35.32,False,True,False,True,False,False,False,True,False,False,True,False,False,True
44,55297,2,43,51.8,2234.72,1,58.5,19,65.2,1,1,3.4,0,12,1,0,51.97023255813953,1.95,0.023255813953488372,0.023255813953488372,41.980000000000004,False,False,True,False,False,True,False,True,False,False,True,False,False,True
42,69029,0,39,54.48,2141.1,1,59.3,12,30.0,3,0,4.6,0,42,1,2,54.9,1.9766666666666666,0.07692307692307693,0.0,29.4,False,False,True,False,False,True,False,True,False,True,False,False,True,False
46,61638,0,33,58.62,1922.44,1,31.0,13,89.0,1,0,4.2,0,17,0,2,58.25575757575758,1.0333333333333334,0.030303030303030304,0.0,52.1,True,False,False,False,False,True,False,True,False,False,False,True,True,False
32,35301,1,8,97.63,812.98,0,25.0,11,25.6,3,0,3.3,0,20,1,0,101.6225,0.8333333333333334,0.375,0.0,23.440000000000005,False,True,False,False,True,False,False,True,False,True,False,False,False,True
